"sublistid","tom","listnum","adate","datetext","alistid","sublistnum","sublisttitle","geography","kat1","kat2","kat3","kat1count","kat2count","kat3count","grif","kind","podp_fin","podp_pb","podp_stalin","podp_molotov","podp_kaganovic","podp_voroshilov","podp_mikoyan","podp_jdanov","podp_ejov","simple"
"111","9","16","0000-00-00","10.VI.38г.","170","1","Новосибирская область","","1","1","0","137","37","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"112","9","17","0000-00-00","10.VI.38г.","171","1","Новосибирская область","","1","1","0","84","17","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"113","9","18","0000-00-00","10.VI.38г.","172","1","Калининская область","","1","1","0","19","1","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"114","9","19","0000-00-00","10.VI.38г.","173","1","Иркутская область","","1","1","0","25","9","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"115","9","20","0000-00-00","10.VI.38г.","174","1","Иркутская область","","1","1","0","180","12","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"116","9","21","0000-00-00","10.VI.38г.","175","1","Гор.Чита-Забайкальский Военный Округ","","1","1","0","141","26","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"117","9","22","0000-00-00","10.VI.38г.","176","1","Дальне-Восточный край","","1","0","0","41","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"118","9","23","0000-00-00","10.VI.38г.","177","1","Грузинская ССР","","1","0","0","174","0","0","","0","Фриновский (Зам Народного Комиссара ВД СССР) ???","Сталин,Молотов","1","1","1","1","1","1","1","1"
"119","9","24","0000-00-00","10.VI.38г.","178","1","Горьковская область","","1","1","0","33","4","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"120","9","25","0000-00-00","10.VI.38г.","179","1","Бурято-Монгольская АССР","","1","1","0","37","3","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"121","9","26","0000-00-00","10.VI.38г.","180","1","Белорусская ССР","","1","1","0","46","6","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"122","9","27","0000-00-00","10.VI.38г.","181","1","Москва-Центр","","1","1","0","122","5","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"123","9","29","0000-00-00","10.VI.38г.","183","1","Москва-центр","","1","1","0","89","4","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"124","9","30","0000-00-00","26.VII.38г.","184","1","Москва-центр","","1","0","0","139","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов (За расстрел всех 138 человек)","1","1","1","1","1","1","1","1"
"125","9","31","0000-00-00","VIII.1938г.","185","1","Москва-центр","","1","0","0","4","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Ежов","1","1","1","1","1","1","1","1"
"126","9","32","0000-00-00","20.VIII.1938г.","186","1","Москва-центр (Список N 1)","","1","0","0","313","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"127","9","33","0000-00-00","20.VIII.1938г.","187","1","Москва-центр (Список N 2)","","1","0","0","208","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"128","9","34","0000-00-00","20.VIII.1938г.","188","1","Москва-центр (Список N 3)","","1","0","0","134","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"129","9","35","0000-00-00","20.VIII.1938г.","189","1","Москва-центр (Список N 4)","","1","0","0","15","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"130","10","1","0000-00-00","12 сентября 1938г.","192","1","Москва-центр","","1","1","0","344","66","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Молотов,Жданов","1","1","1","1","1","1","1","1"
"131","10","4","0000-00-00","12 сентября 1938г.","195","1","Чечено-Ингушская АССР","","1","1","0","55","6","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"132","10","5","0000-00-00","12 сентября 1938г.","196","1","Челябинская область","","1","1","0","39","8","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"133","10","8","0000-00-00","12 сентября 1938г.","199","1","Украинская ССР","","1","1","0","84","2","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"134","10","9","0000-00-00","12 сентября 1938г.","200","1","Тульская область","","1","1","0","126","43","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"135","10","10","0000-00-00","12 сентября 1938г.","201","1","Татарская АССР","","1","1","0","197","35","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"136","10","13","0000-00-00","12 сентября 1938г.","204","1","Тамбовская область","","1","1","0","29","22","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"137","10","14","0000-00-00","12 сентября 1938г.","205","1","Свердловская область","","1","1","0","25","4","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"138","10","16","0000-00-00","12 сентября 1938г.","207","1","Ростовская область","","1","1","0","92","22","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"139","10","17","0000-00-00","12 сентября 1938г.","208","1","Орловская область","","1","1","0","175","27","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"140","10","18","0000-00-00","12 сентября 1938г.","209","1","Орджоникидзевский край","","1","1","0","70","19","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"141","10","22","0000-00-00","12 сентября 1938г.","213","1","Курская область","","1","1","0","129","15","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","1"
"142","1","1","0000-00-00","27 февраля 1937 г.","3","1","Москва-центр","","1","0","0","33","0","0","","0","","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"143","1","1","0000-00-00","27 февраля 1937 г.","3","2","Украина","","1","0","0","93","0","0","","0","","Сталин, Молотов, Каганович, Ворошилов","1","1","1","1","1","1","1","0"
"144","1","1","0000-00-00","27 февраля 1937 г.","3","3","Московская область","","1","0","0","26","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"145","1","1","0000-00-00","27 февраля 1937 г.","3","4","Западно-Сибирский край","","1","0","0","32","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"146","1","1","0000-00-00","27 февраля 1937 г.","3","5","Азово-Черноморский край","","1","0","0","93","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"147","1","1","0000-00-00","27 февраля 1937 г.","3","6","Свердловская область","","1","0","0","95","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"148","1","1","0000-00-00","27 февраля 1937 г.","3","7","Баку","","1","0","0","39","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"149","1","1","0000-00-00","27 февраля 1937 г.","3","8","Красноярский край","","1","0","0","18","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"150","1","1","0000-00-00","27 февраля 1937 г.","3","9","Саратовская область","","1","0","0","21","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"151","1","1","0000-00-00","27 февраля 1937 г.","3","10","Сталинградская область","","1","0","0","11","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"152","1","1","0000-00-00","27 февраля 1937 г.","3","11","Горьковская область","","1","0","0","6","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"153","1","1","0000-00-00","27 февраля 1937 г.","3","12","Куйбышевская область","","1","0","0","4","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
"154","1","1","0000-00-00","27 февраля 1937 г.","3","13","Казахстан","","1","0","0","4","0","0","","0","","Сталин, Ворошилов, Молотов","1","1","1","1","1","1","1","0"
